E,L
159,0.00973164390018928
160,0.012623247205057093
161,0.019827379907592875
162,0.009746198489668194
163,0.005498110402661761
164,0.00862280656168311
165,0.003240730318927637
166,0.005860601504966002
167,0.0041670346770878415
168,0.005927936318809469
169,0.009410997184145923
170,0.002691277206087386
171,0.0035693003516109496
172,0.010079333708134427
173,0.008650414672136812
174,0.005308396744789533
175,0.0061860452633309086
176,0.007376937711535139
177,0.006380311356037037
178,0.016221969824903162
179,0.010848896441579726
180,0.015264464156985376
181,0.007055530100568236
182,0.011942630070481606
183,0.008681784148419643
184,0.011060329877540877
185,0.005330725747961704
186,0.011361285006541908
187,0.0010643556736378635
188,0.028354745705080214
189,0.00550856787196734
190,0.008761900250507682
191,0.005606279069047112
192,0.011301426148939957
193,0.005617088925771559
194,0.0535685754337419
195,0.01313528895760846
196,0.007289163257886916
197,0.005405785881799563
198,0.019106967132448218
199,0.0037948187044911635
200,0.011881856967662424
201,0.03051719122069664
202,0.021447805878451798
203,0.033562265254305765
204,0.02110626913973794
205,0.022167555232834996
206,0.023006187885000088
207,0.007839922448596168
208,0.016996771016871318
209,0.012465846140560316
210,0.031946390359473276
211,0.011189045088836828
212,0.0036127100630968067
213,0.0023187000668292933
214,0.015449452838227046
215,0.02300304162496043
216,0.016882343468842348
217,0.009774587510481535
218,0.010928153732444662
219,0.01719972075354839
220,0.017209871702024464
221,0.017106689977893396
222,0.013172140486651525
223,0.041236052490509364
224,0.01895405460580561
225,0.02223884693503263
226,0.009019233226838988
227,0.006031812497085979
228,0.012512604205355103
229,0.009632772601900767
230,0.01751351206925533
231,0.011494505817995085
232,0.008992701485100478
233,0.004160279437728897
234,0.02040442353999712
235,0.0046648449063306525
236,0.0030684282621577874
237,0.01075062649337656
238,0.02491163057690262
239,0.012239633368686961
240,0.026502304201715624
241,0.03371011676039494
242,0.0033662917282937304
243,0.005571833181287301
244,0.01143966030963117
245,0.017783697984393547
246,0.013190975134539809
247,0.03472288893510749
248,0.006311642971526235
249,0.005735530402679126
250,0.010485479149751115
251,0.01469677478224288
252,0.02254633285038548
253,0.010318572236513198
254,0.011944894557923526
255,0.008754305283681575
256,0.00429684360897471
257,0.019544783472837224
258,0.025399400071654733
259,0.006568791136884886
260,0.012076013415036523
261,0.025194378301515052
262,0.01567524940790424
263,0.006107842908925053
264,0.018942307066450288
265,0.005019973107500078
266,0.00477905534599975
267,0.004358787446058724
268,0.007861093117393005
269,0.048560741808581075
270,0.022314175696181986
271,0.04758560438830215
272,0.01271203779887017
273,0.026846675809121992
274,0.0537622525290807
275,0.03832066348589988
276,0.011671594278420334
277,0.018127410543159517
278,0.009469515299093461
279,0.047658405061448104
280,0.012753027444493114
281,0.0031973865890781265
282,0.01285929274881579
283,0.018181562804115557
284,0.018420935616848433
285,0.020083326467490465
286,0.007934560164252006
287,0.015029239668061361
288,0.010413622328464971
289,0.02087046192588598
290,0.008273117550235555
291,0.01431741038037619
292,0.004916746281841961
293,0.0015440728609717902
294,0.017319896795306572
295,0.00825340572127039
296,0.01949259326000738
297,0.006710577694956497
298,0.009469344908695452
299,0.013574395934997294
300,0.00406796619946217
301,0.011001516440927592
302,0.00832904556355772
303,0.008900419821570447
304,0.02043469021052159
305,0.043169237299262336
306,0.025031848533419988
307,0.032551861528950544
308,0.038203540267887616
309,0.03173896288475792
310,0.00854808621855642
311,0.022160242079002843
312,0.0037613542773882722
313,0.013606162758101238
314,0.009619076099089964
315,0.015385268440946493
316,0.016124170738364692
317,0.018616743646511495
318,0.048723063830179804
319,0.006741037679764712
320,0.007867514219875506
321,0.00971170989064798
322,0.008880140764654928
323,0.014655937363398132
324,0.014301846733907086
325,0.0032799611278186785
326,0.032001968501942986
327,0.017005382118616415
328,0.00707552203020999
329,0.011129320239806974
330,0.03338674626253418
331,0.01675320297735194
332,0.007601464332608027
333,0.04244622708792986
334,0.0024672391452801876
335,0.039452284547283736
336,0.04649926315545353
337,0.03978782311210215
338,0.022961363243500676
339,0.0038808519683236333
340,0.005668219914565405
341,0.018518155442699788
342,0.018654737012363535
343,0.007269221760259416
344,0.01579793635257663
345,0.055641305708982076
346,0.013883911588601677
347,0.040594938502224294
348,0.009984983625415151
349,0.01732964217750137
350,0.006501790291913545
351,0.012144200920601
352,0.007215828781229897
353,0.032178046569046576
354,0.017577002361045077
355,0.003416562600045113
356,0.019318224167855193
357,0.04105478604255196
358,0.0023049416478534536
359,0.011583726559286356
360,0.02792829226786573
361,0.016831358352779102
362,0.021531808214824748
363,0.006125242199289329
364,0.006928099595131625
365,0.02414250742984568
366,0.041199076130423604
367,0.05296742448900878
368,0.014288571727090988
369,0.030699584785473796
370,0.019138502344753488
371,0.008928218019286635
372,0.004158136601880867
373,0.03750991932809911
374,0.050811385436734205
375,0.03360931229585139
376,0.04456154943444829
377,0.004608634721908285
378,0.03134947599243111
379,0.022660495338802853
380,0.004910848806478011
381,0.007764882033871702
382,0.00810975437358975
383,0.01596939429032746
384,0.029356324923265082
385,0.009096021987655389
386,0.00688796051091706
387,0.014709538571965056
388,0.03349696634025338
389,0.009850024568497418
390,0.020480423481948926
391,0.010348115287331195
392,0.03657522785985728
393,0.004665725345524438
394,0.009032539233239652
395,0.014182611360400683
396,0.027508007143374844
397,0.008642806257240643
398,0.0111402341986142
399,0.015381061894416168
400,0.016399022074515716
401,0.028182824858420892
402,0.008197983166608856
403,0.019361764511530835
404,0.008924017032706403
405,0.007664603838420521
406,0.010284868594204572
407,0.025654820755559072
408,0.014434593205220647
409,0.040277564586250564
410,0.02304531503364172
411,0.02908115838477137
412,0.016242629590062934
413,0.017216632220036762
414,0.0005816089751713725
415,0.014640194841598696
416,0.011021800669587616
417,0.017932098399237338
418,0.016601866069810626
419,0.02951608437784888
420,0.03303249765005148
421,0.007994040342636026
422,0.01240337490363243
423,0.058289054907411854
424,0.08389058405446796
425,0.014140821192566405
426,0.03513259934874866
427,0.030399588237345378
428,0.0034126501432253814
429,0.013209698633952523
430,0.03142221667865371
431,0.04033184301516883
432,0.02904033608620386
433,0.011729563035342191
434,0.012168683782557832
435,0.00928856544360489
436,0.01545283831531823
437,0.016224363901260235
438,0.006419967367518207
439,0.016950680045353328
440,0.009704075947764512
441,0.005193583830075089
442,0.008976104500281978
443,0.0067541060844530446
444,0.006455560084138974
445,0.027854270713834194
446,0.013032863768192038
447,0.030727987714785587
448,0.042129738961912994
449,0.015159574697209471
450,0.01715427690111189
451,0.0021427034325716184
452,0.01149817550745261
453,0.015365630478440126
454,0.015750824232397098
455,0.018476719541092257
456,0.009295291281080613
457,0.01038323658595558
458,0.024371602429881574
459,0.0096655173167212
460,0.030936859633779255
461,0.004722302510429407
462,0.006556637019079001
463,0.0189021303032214
464,0.01961876703567181
465,0.022787725555664277
466,0.004799110334222039
467,0.02664208935124845
468,0.003990091853576696
469,0.05585790118685023
470,0.05390260700559318
471,0.031834280657812235
472,0.10033361859815712
473,0.015642212439421408
474,0.013135197333881668
475,0.015765261114234562
476,0.015425191376444882
477,0.05314268862224238
478,0.01029087950565832
479,0.008244675433271492
480,0.01770199076375689
481,0.036389173293705675
482,0.025779331042522214
483,0.011592351659613273
484,0.011106251617893075
485,0.01128402064867153
486,0.004586194609911742
487,0.010102529039797676
488,0.027717932697081525
489,0.010643524980008267
490,0.058453171547828545
491,0.010847816001391165
492,0.08350375294560294
493,0.03279750435627815
494,0.0010462055247406489
495,0.016720122637114684
496,0.007517797350282294
497,0.01707023145712924
498,0.015003526418819772
499,0.0076837648324184545
500,0.0027131162894363185
501,0.023790788343391003
502,0.013675194843221342
503,0.01203872194212682
504,0.01048664126400551
505,0.007123837870130847
506,0.035240260172147174
507,0.007023660939996896
508,0.016206135288834345
509,0.00951182889878641
510,0.008842179369365084
511,0.009640101711084948
512,0.009204883160589199
513,0.016065159133989492
514,0.00769095806775276
515,0.0065430443220241006
516,0.024363496957538994
517,0.014047537328653489
518,0.014272016255595132
519,0.031318856316920815
520,0.003953473915434571
521,0.04034733325760052
522,0.0345887393525672
523,0.03556367115470403
524,0.006591346524044139
525,0.009958665171596185
526,0.0032707413532771425
527,0.00967134887178973
528,0.011969052635860452
529,0.01911312284792613
530,0.022519917695227265
531,0.039686946594570886
532,0.004786943910257733
533,0.0038186297280572625
534,0.005774254064377836
535,0.007179437582436046
536,0.011657455811632241
537,0.0074190356516123735
538,0.01203696942756196
539,0.016195446891019205
540,0.031068293580444037
541,0.029040364477737876
542,0.013446090175215695
543,0.013909451642676634
544,0.012502645680006566
545,0.003006240176698348
546,0.021760986121959806
547,0.008104900246144717
548,0.005905701821130109
549,0.01023420817649782
550,0.017220874600329727
551,0.03255586996225655
552,0.01763262459193132
553,0.014845382076593493
554,0.0051063703351775045
555,0.005718048618192448
556,0.006679647445789634
557,0.014486547863439303
558,0.01337275394225588
559,0.01068894293181424
560,0.009707163179847064
561,0.0033618222737021985
562,0.02204680985993276
563,0.017009003086603577
564,0.028054409029601098
565,0.0057182973864611545
566,0.005071389553156766
567,0.025251468254337613
568,0.016158349080286644
569,0.025788835278078594
570,0.01025084294094315
571,0.009335121852443439
572,0.02006346460610269
573,0.02072083823111457
574,0.002751439259730198
575,0.008443814363181514
576,0.023499643507932856
577,0.0342615699873827
578,0.009756879521648337
579,0.018632236070853958
580,0.007761560732223951
581,0.016141073136570077
582,0.01911249886854073
583,0.017031858442333087
584,0.015491117971282505
585,0.032356438524652566
586,0.029750394904951093
587,0.01737990624254444
588,0.008320961302649081
589,0.011523799937521003
590,0.02523192868173055
591,0.0006563687987703026
592,0.012903500649050766
593,0.013805939337838656
594,0.028396648428989302
595,0.04288701705644626
596,0.01345567672024688
597,0.017702092192746273
598,0.009308121668730258
599,0.009417487138295261
600,0.0020654299794465613
601,0.018869515759547095
602,0.02341461851066745
603,0.0014949130409499202
604,0.026087519046472798
605,0.016669321431898223
606,0.011772126103642195
607,0.0036162009070311134
608,0.020932740026090472
609,0.01346592117161073
610,0.004518495878051182
611,0.017402729929527586
612,0.006674043152393357
613,0.0059634696276538125
614,0.021032630196925944
615,0.019845659726999986
616,0.006784706110075837
617,0.011992044404519253
618,0.03299891589128256
619,0.0022679175470012277
620,0.015061368762514332
621,0.009127709515541123
622,0.024793962369899062
623,0.022934213677378284
624,0.020521292941720694
625,0.009325321710266829
626,0.0061111181464647705
627,0.01748485358817909
628,0.005203001537568764
629,0.01567766962912322
630,0.006817492867612678
631,0.03726348782656995
632,0.012233605723567898
633,0.011493333807035908
634,0.0396906575405351
635,0.006578810910790919
636,0.007334216045359441
637,0.008184445308028728
638,0.005319401188097575
639,0.009409665243780896
640,0.009560107164662263
641,0.00976553132194064
642,0.011637773197653328
643,0.0107053766397946
644,0.019696666926164383
645,0.03054287321127848
646,0.02727174033683043
647,0.0322934340230246
648,0.015796031811826886
649,0.0008045974148560032
650,0.02239404996869059
651,0.006973450867396399
652,0.010313035246710116
653,0.011252888340336803
654,0.014833134800173476
655,0.043803039084062176
656,0.023013660334676188
657,0.009601400418695708
658,0.012446649388485997
659,0.029291571091358676
660,0.009817336145817188
661,0.02963336168914813
662,0.01340024137842482
663,0.007715371993619571
664,0.012173807826639889
665,0.009391442168269216
666,0.004769479007191142
667,0.011561504962589893
668,0.005774088672684745
669,0.019370395994921463
670,0.009322964603598658
671,0.02772880749329377
672,0.006126318633574278
673,0.02104473209616222
674,0.007218068508963888
675,0.011854866216028478
676,0.016156477988719053
677,0.0014092512196288351
678,0.013536443144336097
679,0.02128662352275983
680,0.016965281046892593
681,0.02416905047783236
682,0.005565627547724705
683,0.006896040748144172
684,0.08170892583434058
685,0.003099221999146885
686,0.016691845733773022
687,0.021799196705389018
688,0.02635284092844133
689,0.004915042217510861
690,0.004143537739666401
691,0.007436124057604712
692,0.009001675399608142
693,0.014148305516919679
694,0.02401891431767542
695,0.012896585168171628
696,0.007815399477963291
697,0.009299622196626464
698,0.004120856221709493
699,0.0025139270076939414
700,0.004576655984445798
701,0.013232760105134547
702,0.026178613294063152
703,0.010324981452772173
704,0.009428953759561143
705,0.02510487189769575
706,0.02945426101602785
707,0.010364991558121988
708,0.006951140985485947
709,0.0020316212737500595
710,0.0278930874053158
711,0.01725640686816598
712,0.054183726385333426
713,0.04417927120267722
714,0.005620408526086626
715,0.007613662062362336
716,0.052098354532558726
717,0.010310451638990347
718,0.03667169897891312
719,0.014352253411924535
720,0.015618596159708082
721,0.015651722109718866
722,0.0110790944124383
723,0.01047368177864416
724,0.010620219818818803
725,0.028093338943596172
726,0.013103037815702356
727,0.0016494150478423611
728,0.027649987269437352
729,0.014821987248668874
730,0.03383317314411988
731,0.018770512406432547
732,0.03731035100343986
733,0.02079258059982953
734,0.0064950945335707135
735,0.00435478679156226
736,0.018011907006193248
737,0.03529419681761355
738,0.03941026141754752
739,0.023639239602831034
740,0.01024672630647949
741,0.03251137539385712
742,0.007594189489337971
743,0.03980156130103707
744,0.03125548505462601
745,0.040845066189201674
746,0.01518588044862675
747,0.008615185256274761
748,0.019939470128364042
749,0.014950331434457412
750,0.007227955174185169
751,0.00400526952899694
752,0.012318557910735559
753,0.01701000752497527
754,0.01227195868637298
755,0.027349077132513947
756,0.01434218620016163
757,0.03962420932964458
758,0.008348043243795513
759,0.003940107866532917
760,0.013789050184838498
761,0.02109339406069248
762,0.0229474595761675
763,0.02451345512163845
764,0.011904006048380445
765,0.019010408333334734
766,0.03136467466752578
767,0.02311797296478205
768,0.0026164319215268477
769,0.024954464129688082
770,0.002745743797226388
771,0.010372448360919587
772,0.006760177068690627
773,0.016133762146501356
774,0.0073782179420194775
775,0.016990873579651056
776,0.009498155294595514
777,0.017755558031218997
778,0.008897133246171363
779,0.01415571252180356
780,0.01676786450326221
781,0.008768363587356165
782,0.0074749640801722896
783,0.010682161251359342
784,0.008152256681440817
785,0.010054381383248824
786,0.013089343490029827
787,0.008306651130274732
788,0.02457351022951785
789,0.004409838319031152
790,0.002100208084932041
791,0.01380524574210019
792,0.01351395371459276
793,0.010629389681446303
794,0.010712000746824024
795,0.010034584395971864
796,0.02422839872959231
797,0.012853569543123961
798,0.01467362804489806
799,0.006897087283771253
800,0.02529314855843829
801,0.010317860727898054
802,0.005343499321603134
803,0.031765735706895386
804,0.036040845273104125
805,0.017119185961957464
806,0.02188922607129237
807,0.004812789731537859
808,0.007463943863670078
809,0.0033047010454822757
810,0.00401783785137937
811,0.020371767939969393
812,0.016839913360827456
813,0.016464890676827076
814,0.006593423693351567
815,0.01087488781551454
816,0.007792096636976161
817,0.012471451439189405
818,0.01686000806642593
819,0.010180760924409225
820,0.010282462594146075
821,0.004709966560387488
822,0.00469662698114842
823,0.008318022000464066
824,0.0076466280150024515
825,0.02186361774729814
826,0.011255960243357597
827,0.03831642480710805
828,0.023622927506996582
829,0.022311741931094163
830,0.01715075884618608
831,0.0011931760138469587
832,0.006784057782763995
833,0.016712460650653262
834,0.06425649073051487
835,0.03925928966499438
836,0.008111081062346717
837,0.003920636682989292
838,0.004728956015860586
839,0.030262443424155
840,0.028967558578505043
841,0.052300241414364214
842,0.004027401271292534
843,0.014677527891308082
844,0.009165012656832191
845,0.010791154757490018
846,0.02310748867791733
847,0.014754105225322393
848,0.019437029042533728
849,0.028213107042644556
850,0.014601500505089007
851,0.02391401262858031
852,0.0019302331465411362
853,0.012748388760939977
854,0.061987046590401544
855,0.005966604729658604
856,0.015918836640911472
857,0.02676033230361342
858,0.008050793066524904
859,0.014894553434055454
860,0.026783054288117673
861,0.01705856928349532
862,0.017315862814192864
863,0.013702892030515173
864,0.028082833493077917
865,0.022636702277496645
866,0.0040113292061450334
867,0.00558318305271077
868,0.002803164818551039
869,0.006453229424107723
870,0.008012972606964845
871,0.011852178196438018
872,0.00887232833025686
873,0.016032787468184526
874,0.008900222132063991
875,0.0280094556355533
876,0.010042423064174773
877,0.014074732679518465
878,0.008549692684535525
879,0.011820208458390291
880,0.05539189879396359
881,0.02860570315514368
882,0.025977950073089888
883,0.0033411478566500105
884,0.017841914947676063
885,0.010565482005093713
886,0.018116940359798512
887,0.011283674047044924
888,0.03085617968900171
889,0.08558865301545639
890,0.009032796521568864
891,0.018768593447564947
892,0.033549115338559886
893,0.01899331642972948
894,0.009426021695286628
895,0.026192506657445856
896,0.021336903477308045
897,0.009223683049629507
898,0.04026294699845195
899,0.013027867054883164
900,0.016198044604198717
901,0.01915476695237246
902,0.01057640075829255
903,0.026748436701993773
904,0.05461064894321851
905,0.009998194487001196
906,0.024511039839235197
907,0.0037715292654181267
908,0.011978397096440415
909,0.02550683635812161
910,0.024720448903706407
911,0.006557262996102451
912,0.01623663342566089
913,0.015260209697104335
914,0.032066105251499555
915,0.06259922793454056
916,0.02546539552019768
917,0.000810160477928486
918,0.015100702798215718
919,0.012182242199193507
920,0.014308328903127403
921,0.025616207701379828
922,0.03262465037360396
923,0.025823882221690745
924,0.02945543617059736
925,0.01808934387975919
926,0.1368025384048142
927,0.007356296078857424
928,0.024474370042974612
929,0.015156830440425517
930,0.05881805642828644
931,0.02068416594885429
932,0.017748039328326064
933,0.01516881076417754
934,0.02101849426101931
935,0.009557416387287332
936,0.02124317210306891
937,0.019646552496556433
938,0.014685107728581373
939,0.017089472695198872
940,0.011954900668767131
941,0.008562121816467032
942,0.013973531908579624
943,0.007157964305594095
944,0.01551636623050427
945,0.007197586609424479
946,0.0118681891626304
947,0.0213081199780837
948,0.00719013685544091
949,0.02328017149852006
950,0.01490048834770095
951,0.024886546807464306
952,0.011984228719454681
953,0.033694532316085164
954,0.015066875256662582
955,0.022957917414263344
956,0.003778713140748372
957,0.01046497247965344
958,0.019940619574124345
959,0.024995495594207297
960,0.010601815882199135
961,0.017722482134284803
962,0.01977414761753509
963,0.03883881183815107
964,0.01199030128895094
965,0.009206312236712946
966,0.01375272645696789
967,0.018412533557333244
968,0.06064883369859584
969,0.008815813065166375
970,0.02104534193117586
971,0.01738224154129898
972,0.01721383272254896
973,0.01924396201409162
974,0.006205089040464702
975,0.009165782508870056
976,0.016586012058352608
977,0.001579700288037954
978,0.009705215350519974
979,0.011858500832727178
980,0.032412704299401414
981,0.02433891912143823
982,0.01331724735072264
983,0.001304895781279643
984,0.016731868664317646
985,0.021307445553144275
986,0.010949616340319145
987,0.008795501577511858
988,0.017647817372128536
989,0.025538706094864284
990,0.006737684468711968
991,0.015125343103560075
992,0.04272724771149968
993,0.017376974707929434
994,0.014036276892397085
995,0.02024802854600427
996,0.010002646149898374
997,0.006979100371821294
998,0.010966513256272863
999,0.0022348371305261384
1000,0.012057935229553873
1001,0.01515176349473472
1002,0.0009637868021441763
1003,0.032902170217174516
1004,0.00642672117024901
1005,0.009413404166397493
1006,0.020735192162118554
1007,0.008016555681838976
1008,0.007014108353892153
1009,0.016431267997317395
1010,0.0042223411752226
1011,0.02125294419603898
1012,0.006849943795385374
1013,0.022209302217772415
1014,0.029575514872939968
1015,0.020761590160672964
1016,0.007575676669458638
1017,0.007850749008850341
1018,0.01214719539647553
1019,0.003749657717703832
1020,0.009900298227825005
1021,0.018930327546028636
1022,0.00845910355770553
1023,0.012701038146548552
1024,0.011290651442677014
1025,0.026308941464830184
1026,0.01318327736187692
1027,0.023170023500200886
1028,0.009813331595327638
1029,0.012952029107445773
1030,0.006668927724907575
1031,0.012846248674221053
1032,0.023996541292443583
1033,0.014983220381476212
1034,0.02169124848873326
1035,0.017064589798756424
1036,0.02868593104642248
1037,0.023801114616757966
1038,0.03227092071819409
1039,0.00273323032326131
1040,0.017508893111785346
1041,0.012640132317346503
1042,0.040829005621003354
1043,0.02231514844226147
1044,0.03493244418875133
1045,0.013049364888761423
1046,0.0014062805552210267
1047,0.005015716598854636
1048,0.006303885865089842
1049,0.004179471856582724
1050,0.009283264350441026
1051,0.00944856650502922
1052,0.10311213102734437
1053,0.0025153101200379928
1054,0.014367000034806258
1055,0.011153197971870218
1056,0.03943878533878848
1057,0.007773135789377804
1058,0.012573174340626788
1059,0.01560579523766817
1060,0.009471601765274614
1061,0.00900440780950933
1062,0.022773556353800538
1063,0.007532016994142449
1064,0.024111424014347696
1065,0.028290149610776093
1066,0.019162067972952564
1067,0.017219966347237197
1068,0.0006627073260391999
1069,0.006422518586980467
1070,0.007647417930256201
1071,0.005414484740024607
1072,0.009156379306249561
1073,0.009825643286846885
1074,0.004223719332523573
1075,0.0075176379269010895
1076,0.009479505155858343
1077,0.004320808836319895
1078,0.01827768530203318
1079,0.004433699358322719
1080,0.006354514930353164
1081,0.009770513394898532
1082,0.01986011080029711
1083,0.011165789537690946
1084,0.0028256703629363803
1085,0.021202042944017507
1086,0.0039514189856277105
1087,0.008537270816825872
1088,0.004711570651068342
1089,0.007965239293331797
1090,0.011770006796940905
1091,0.029869787980501106
1092,0.019785302752284514
1093,0.019556534074327645
1094,0.005848465781725722
1095,0.01571134306798445
1096,0.01933132551068507
1097,0.014032446009157006
1098,0.011694515808703372
1099,0.012605142482336882
1100,0.014182074495649762
1101,0.00506681487721758
1102,0.01212757638607527
1103,0.008724853007347709
1104,0.010445387738152543
1105,0.018121997296080893
1106,0.014891955580108224
1107,0.020942261697340914
1108,0.014324393529923827
1109,0.007843506677498096
1110,0.021226456039577863
1111,0.015611283163146673
1112,0.008247194553299211
1113,0.03555246545599974
1114,0.007617631981135425
1115,0.003151050618445761
1116,0.008475424473151536
1117,0.014567494019211423
1118,0.03593315132298101
1119,0.011224267370310785
1120,0.006255002797744161
1121,0.005318899980271924
1122,0.019606885780253196
1123,0.009851966757967533
1124,0.0070655525615423796
1125,0.00630913979874226
1126,0.010326055248737257
1127,0.006106000736975483
1128,0.0005658356651908612
1129,0.02734898509999419
1130,0.03544851168949531
1131,0.0202625630165472
1132,0.02777907161875439
1133,0.021465176472595177
1134,0.04235705047568738
1135,0.013818855886074137
1136,0.019279914989434294
1137,0.02752433695840641
1138,0.011530116434805653
1139,0.032643662922532006
1140,0.010636431779504952
1141,0.021806932888420765
1142,0.040082953047388695
1143,0.023709741141567663
1144,0.012760879671877938
1145,0.04000723165879099
1146,0.016977130263976445
1147,0.01143468582864277
1148,0.0051935625537776675
1149,0.016297430871160506
1150,0.016539694374433114
1151,0.008254133812824306
1152,0.01528889433543467
1153,0.008816415654907943
1154,0.017062397985032406
1155,0.018216757120851752
1156,0.03266948634428145
1157,0.019987003902542193
1158,0.0013776984430585693
1159,0.03900496820919583
1160,0.021482800678679637
1161,0.013061201323007221
1162,0.009422816192624705
1163,0.015491688093944873
1164,0.009887310301592197
1165,0.013049419795520014
1166,0.011502364974219128
1167,0.025429976523785734
1168,0.02225642388165839
1169,0.006057155272896076
1170,0.01942842175783199
1171,0.004864354530663361
1172,0.014781245549689482
1173,0.002351178853258731
1174,0.009830820362511053
1175,0.006996766395987633
1176,0.00826559568331321
1177,0.03388060335945008
1178,0.009172352588072651
1179,0.010549404959527569
1180,0.007510890359997046
1181,0.02100916085901525
1182,0.03150429934152289
1183,0.01602887924966199
1184,0.013953574452450292
1185,0.010828303699097213
1186,0.016136285570108686
1187,0.021813115160380207
1188,0.011043235621862536
1189,0.012256672998816004
1190,0.048102131522423826
1191,0.013967559736763696
1192,0.019330283417472047
1193,0.00975525217510819
1194,0.01811112773959622
1195,0.002131518941962324
1196,0.042520294472188254
1197,0.05789696133649755
1198,0.061371897428709195
1199,0.0025023960517890267
1200,0.012324578086084316
1201,0.013919296821321817
1202,0.009996527497089293
1203,0.020863715728513053
1204,0.013023306684554014
1205,0.024329548228440735
1206,0.022860222658580797
1207,0.002028547509924099
1208,0.013726311230626958
1209,0.015613532912191167
1210,0.04101653759157505
1211,0.02524696231232411
1212,0.018403291254558356
1213,0.01590637318812937
1214,0.012918438605341745
1215,0.013467443150051807
1216,0.007697873082872421
1217,0.013762423369454315
1218,0.008248124392847991
1219,0.020264322243784032
1220,0.011439741474353844
1221,0.00609572325485848
1222,0.002554870838238018
1223,0.003321194062384002
1224,0.008488482667705903
1225,0.08223331926293297
1226,0.0021875328569036616
1227,0.005273283607005634
1228,0.014457638673033202
1229,0.014832605738713709
1230,0.0220074220434844
1231,0.009396416444582067
1232,0.02338647534366894
1233,0.01650968764090142
1234,0.015568528896468812
1235,0.012723991905050755
1236,0.010078993302904786
1237,0.01861698066282819
1238,0.022885382583655592
1239,0.01133433619581846
1240,0.000772602096818451
1241,0.03525112873371197
