origin_city,destination_city,average_time
"Dallas, TX","Windsor Locks, CT",251.36
"Dayton, OH","Atlanta, GA",102.47
"Dayton, OH","BWI Airport, MD",83.42
"Dayton, OH","Chicago, IL",23.94
"Dayton, OH","Cincinnati, OH",46.8
"Dayton, OH","Cleveland, OH",55.44
"Dayton, OH","Dallas, TX",101.54
"Dayton, OH","Denver, CO",64.34
"Dayton, OH","Detroit, MI",72.03
"Dayton, OH","Houston, TX",109.42
"Dayton, OH","Las Vegas, NV",100.4
"Dayton, OH","Milwaukee, WI",13.38
"Dayton, OH","Minneapolis, MN",67.14
"Dayton, OH","Newark, NJ",115.28
"Dayton, OH","Orlando, FL",142.5
"Dayton, OH","Tampa, FL",134.5
"Daytona Beach, FL","Atlanta, GA",88.96
"Daytona Beach, FL","BWI Airport, MD",118.64
"Daytona Beach, FL","Charlotte, NC",84.5
"Daytona Beach, FL","Cleveland, OH",146.0
"Daytona Beach, FL","Jacksonville, FL",40.0
"Daytona Beach, FL","New York, NY",152.01
"Daytona Beach, FL","Newark, NJ",161.3
"Daytona Beach, FL","Orlando, FL",60.0
"Deadhorse, AK","Anchorage, AK",99.0
"Deadhorse, AK","Barrow, AK",46.64
"Denver, CO","Albuquerque, NM",73.67
"Denver, CO","Amarillo, TX",128.81
"Denver, CO","Anchorage, AK",211.18
"Denver, CO","Aspen, CO",52.83
"Denver, CO","Atlanta, GA",292.18
"Denver, CO","Austin, TX",182.01
"Denver, CO","BWI Airport, MD",314.88
"Denver, CO","Bakersfield, CA",90.03
"Denver, CO","Billings, MT",86.42
"Denver, CO","Birmingham, AL",214.77
"Denver, CO","Bismarck, ND",156.51
"Denver, CO","Boise, ID",117.94
"Denver, CO","Boston, MA",346.51
"Denver, CO","Bozeman, MT",107.37
"Denver, CO","Burbank, CA",91.35
"Denver, CO","Casper, WY",73.46
"Denver, CO","Cedar Rapids, IA",173.2
"Denver, CO","Charlotte, NC",301.8
"Denver, CO","Chicago, IL",200.1
"Denver, CO","Cincinnati, OH",275.55
"Denver, CO","Cleveland, OH",288.33
"Denver, CO","Cody, WY",105.38
"Denver, CO","Colorado Springs, CO",40.78
"Denver, CO","Columbus, OH",279.78
"Denver, CO","Dallas, TX",173.02
"Denver, CO","Dayton, OH",274.84
"Denver, CO","Des Moines, IA",155.7
"Denver, CO","Detroit, MI",285.96
"Denver, CO","Durango, CO",75.56
"Denver, CO","Eagle, CO",54.38
"Denver, CO","El Paso, TX",107.76
"Denver, CO","Eugene, OR",103.79
"Denver, CO","Fargo, ND",167.78
"Denver, CO","Fayetteville / Springdale, AR",166.44
"Denver, CO","Fort Lauderdale, FL",345.95
"Denver, CO","Fort Myers, FL",331.34
"Denver, CO","Fresno, CA",82.86
"Denver, CO","Gillette, WY",89.86
"Denver, CO","Grand Junction, CO",67.48
"Denver, CO","Grand Rapids, MI",264.89
"Denver, CO","Great Falls, MT",113.51
"Denver, CO","Gunnison, CO",60.39
"Denver, CO","Hayden, CO",53.98
"Denver, CO","Helena, MT",108.32
"Denver, CO","Honolulu, HI",220.99
"Denver, CO","Houston, TX",200.31
"Denver, CO","Huntsville, AL",209.19
"Denver, CO","Idaho Falls, ID",98.78
"Denver, CO","Indianapolis, IN",265.87
"Denver, CO","Jackson, WY",90.4
"Denver, CO","Jacksonville, FL",304.0
"Denver, CO","Kahului, HI",211.95
"Denver, CO","Kansas City, MO",153.06
"Denver, CO","Keahole, HI",198.0
"Denver, CO","Knoxville, TN",279.86
"Denver, CO","Las Vegas, NV",55.19
"Denver, CO","Lihue, HI",221.0
"Denver, CO","Lincoln, NE",140.91
"Denver, CO","Los Angeles, CA",87.04
"Denver, CO","Louisville, KY",267.66
"Denver, CO","Madison, WI",189.36
"Denver, CO","Medford, OR",105.39
"Denver, CO","Memphis, TN",197.9
"Denver, CO","Miami, FL",344.33
"Denver, CO","Milwaukee, WI",196.59
"Denver, CO","Minneapolis, MN",174.65
"Denver, CO","Missoula, MT",123.95
"Denver, CO","Moline, IL",178.65
"Denver, CO","Monterey, CA",95.04
"Denver, CO","Montrose, CO",71.82
"Denver, CO","Nashville, TN",207.34
"Denver, CO","New Orleans, LA",209.92
"Denver, CO","New York, NY",342.81
"Denver, CO","Newark, NJ",347.67
"Denver, CO","North Canton, OH",285.7
"Denver, CO","Oakland, CA",97.03
"Denver, CO","Oklahoma City, OK",149.35
"Denver, CO","Omaha, NE",143.69
"Denver, CO","Ontario, CA",71.6
"Denver, CO","Orange County, CA",84.01
"Denver, CO","Orlando, FL",325.56
"Denver, CO","Palm Springs, CA",75.73
"Denver, CO","Pasco, WA",86.21
"Denver, CO","Peoria, IL",185.08
"Denver, CO","Philadelphia, PA",331.4
"Denver, CO","Phoenix, AZ",75.72
"Denver, CO","Pittsburgh, PA",296.18
"Denver, CO","Portland, OR",102.44
"Denver, CO","Rapid City, SD",75.12
"Denver, CO","Rdu Airport, NC",310.74
"Denver, CO","Redmond, OR",88.5
"Denver, CO","Reno, NV",78.03
"Denver, CO","Rock Springs, WY",84.69
"Denver, CO","Rockford, IL",184.94
"Denver, CO","Sacramento, CA",91.08
"Denver, CO","Saint Louis, MO",180.97
"Denver, CO","Salt Lake City, UT",87.91
"Denver, CO","San Antonio, TX",185.52
"Denver, CO","San Diego, CA",80.76
"Denver, CO","San Francisco, CA",101.51
"Denver, CO","San Jose, CA",96.86
"Denver, CO","Santa Barbara, CA",97.58
"Denver, CO","Seattle, WA",111.24
"Denver, CO","Sioux Falls, SD",148.46
"Denver, CO","Spokane, WA",79.69
"Denver, CO","Springfield, MO",165.03
"Denver, CO","Tampa, FL",318.62
"Denver, CO","Traverse City, MI",260.4
"Denver, CO","Tucson, AZ",81.54
"Denver, CO","Tulsa, OK",151.16
"Denver, CO","Washington, DC",311.63
"Denver, CO","West Palm Beach, FL",336.0
"Denver, CO","Wichita, KS",140.09
"Denver, CO","Windsor Locks, CT",351.0
"Des Moines, IA","Atlanta, GA",186.57
"Des Moines, IA","Chicago, IL",82.92
"Des Moines, IA","Cincinnati, OH",161.95
"Des Moines, IA","Cleveland, OH",164.0
"Des Moines, IA","Dallas, TX",117.48
"Des Moines, IA","Denver, CO",53.88
"Des Moines, IA","Detroit, MI",170.42
"Des Moines, IA","Houston, TX",150.88
"Des Moines, IA","Los Angeles, CA",101.64
"Des Moines, IA","Memphis, TN",96.81
"Des Moines, IA","Milwaukee, WI",64.51
"Des Moines, IA","Minneapolis, MN",73.55
"Des Moines, IA","New York, NY",227.4
"Des Moines, IA","Phoenix, AZ",108.53
"Des Moines, IA","Salt Lake City, UT",119.5
"Des Moines, IA","Washington, DC",203.62
"Detroit, MI","Albany, NY",91.42
"Detroit, MI","Allentown, PA",92.32
"Detroit, MI","Anchorage, AK",161.44
"Detroit, MI","Appleton, WI",25.18
"Detroit, MI","Asheville, NC",99.54
"Detroit, MI","Atlanta, GA",129.0
"Detroit, MI","Avoca, PA",84.25
"Detroit, MI","BWI Airport, MD",92.57
"Detroit, MI","Bangor, ME",125.14
"Detroit, MI","Binghamton, NY",82.97
"Detroit, MI","Birmingham, AL",61.73
"Detroit, MI","Boston, MA",119.59
"Detroit, MI","Bozeman, MT",102.0
"Detroit, MI","Buffalo, NY",70.88
"Detroit, MI","Cedar Rapids, IA",41.76
"Detroit, MI","Charleston, SC",129.93
"Detroit, MI","Charleston, WV",77.53
"Detroit, MI","Charlotte Amalie, VI",306.6
"Detroit, MI","Charlotte, NC",111.73
"Detroit, MI","Chattanooga, TN",97.5
"Detroit, MI","Chicago, IL",23.02
"Detroit, MI","Cincinnati, OH",78.13
"Detroit, MI","Cleveland, OH",58.99
"Detroit, MI","Columbia, SC",117.63
"Detroit, MI","Columbus, OH",64.72
"Detroit, MI","Dallas, TX",117.83
"Detroit, MI","Dayton, OH",63.19
"Detroit, MI","Denver, CO",73.5
"Detroit, MI","Des Moines, IA",56.83
"Detroit, MI","Duluth, MN",56.65
"Detroit, MI","Elmira / Corning, NY",80.55
"Detroit, MI","Erie, PA",63.03
"Detroit, MI","Evansville, IN",34.63
"Detroit, MI","Fayetteville / Springdale, AR",80.79
"Detroit, MI","Flint, MI",42.93
"Detroit, MI","Fort Lauderdale, FL",186.44
"Detroit, MI","Fort Myers, FL",174.03
"Detroit, MI","Fort Wayne, IN",58.37
"Detroit, MI","Grand Rapids, MI",53.08
"Detroit, MI","Green Bay, WI",20.46
"Detroit, MI","Greensboro, NC",102.58
"Detroit, MI","Greenville, SC",104.22
"Detroit, MI","Harrisburg, PA",83.22
"Detroit, MI","Houston, TX",129.51
"Detroit, MI","Huntsville, AL",51.89
"Detroit, MI","Indianapolis, IN",79.82
"Detroit, MI","Jackson, MS",85.74
"Detroit, MI","Jacksonville, FL",148.54
"Detroit, MI","Kalamazoo, MI",53.71
"Detroit, MI","Kansas City, MO",71.41
"Detroit, MI","Knoxville, TN",101.35
"Detroit, MI","Lansing, MI",45.3
"Detroit, MI","Las Vegas, NV",91.41
"Detroit, MI","Lexington, KY",83.16
"Detroit, MI","Lincoln, NE",73.35
"Detroit, MI","Little Rock, AR",76.28
"Detroit, MI","Los Angeles, CA",120.65
"Detroit, MI","Louisville, KY",88.34
"Detroit, MI","Madison, WI",20.43
"Detroit, MI","Manchester, NH",106.19
"Detroit, MI","Memphis, TN",68.12
"Detroit, MI","Miami, FL",184.68
"Detroit, MI","Milwaukee, WI",18.18
"Detroit, MI","Minneapolis, MN",59.28
"Detroit, MI","Moline, IL",35.56
"Detroit, MI","Mosinee, WI",31.78
"Detroit, MI","Myrtle Beach, SC",127.0
"Detroit, MI","Nashville, TN",39.48
"Detroit, MI","New Orleans, LA",98.88
"Detroit, MI","New York, NY",117.54
"Detroit, MI","Newark, NJ",114.8
"Detroit, MI","Newburgh, NY",96.5
"Detroit, MI","Norfolk, VA",106.96
"Detroit, MI","North Canton, OH",61.92
"Detroit, MI","Oklahoma City, OK",108.35
"Detroit, MI","Omaha, NE",70.3
"Detroit, MI","Orlando, FL",158.26
"Detroit, MI","Pellston, MI",73.89
"Detroit, MI","Peoria, IL",29.54
"Detroit, MI","Philadelphia, PA",109.51
"Detroit, MI","Phoenix, AZ",107.29
"Detroit, MI","Pittsburgh, PA",69.26
"Detroit, MI","Portland, ME",126.25
"Detroit, MI","Portland, OR",113.28
"Detroit, MI","Providence, RI",109.49
"Detroit, MI","Rdu Airport, NC",106.57
"Detroit, MI","Richmond, VA",99.46
"Detroit, MI","Roanoke, VA",92.63
"Detroit, MI","Rochester, MN",46.43
"Detroit, MI","Rochester, NY",78.31
"Detroit, MI","Saginaw, MI",49.71
"Detroit, MI","Saint Louis, MO",43.92
"Detroit, MI","Salt Lake City, UT",118.39
"Detroit, MI","San Antonio, TX",144.13
"Detroit, MI","San Diego, CA",117.16
"Detroit, MI","San Francisco, CA",135.01
"Detroit, MI","San Juan, PR",320.9
"Detroit, MI","Sarasota, FL",166.07
"Detroit, MI","Savannah, GA",130.81
"Detroit, MI","Seattle, WA",112.95
"Detroit, MI","Shreveport, LA",100.33
"Detroit, MI","South Bend, IN",59.37
"Detroit, MI","South Burlington, VT",101.04
"Detroit, MI","Springfield, MO",70.0
"Detroit, MI","Syracuse, NY",83.39
"Detroit, MI","Tampa, FL",161.69
"Detroit, MI","Traverse City, MI",67.45
"Detroit, MI","Tulsa, OK",96.36
"Detroit, MI","Washington, DC",93.97
"Detroit, MI","West Palm Beach, FL",178.14
"Detroit, MI","White Plains, NY",109.93
"Detroit, MI","Wichita, KS",84.64
"Detroit, MI","Windsor Locks, CT",105.77
"Dillingham, AK","Anchorage, AK",61.89
"Dothan, AL","Atlanta, GA",121.78
"Dubuque, IA","Chicago, IL",58.43
"Duluth, MN","Detroit, MI",170.2
"Duluth, MN","Minneapolis, MN",55.24
"Durango, CO","Denver, CO",72.25
"Durango, CO","Phoenix, AZ",67.33
"Durango, CO","Salt Lake City, UT",78.21
"Eagle, CO","Atlanta, GA",309.71
"Eagle, CO","Charlotte, NC",309.88
"Eagle, CO","Chicago, IL",226.15
"Eagle, CO","Cincinnati, OH",316.5
"Eagle, CO","Dallas, TX",191.49
"Eagle, CO","Denver, CO",64.87
"Eagle, CO","Houston, TX",216.52
"Eagle, CO","Los Angeles, CA",77.34
"Eagle, CO","Miami, FL",367.42
"Eagle, CO","Minneapolis, MN",203.1
"Eagle, CO","New York, NY",353.12
"Eagle, CO","Newark, NJ",370.58
"Egg Harbor Township, NJ","Atlanta, GA",130.11
"Egg Harbor Township, NJ","New York, NY",34.0
"El Paso, TX","Albuquerque, NM",51.71
"El Paso, TX","Atlanta, GA",294.43
"El Paso, TX","Austin, TX",141.39
"El Paso, TX","Chicago, IL",244.93
"El Paso, TX","Dallas, TX",154.19
"El Paso, TX","Denver, CO",106.95
"El Paso, TX","Houston, TX",165.67
"El Paso, TX","Las Vegas, NV",46.55
"El Paso, TX","Los Angeles, CA",65.44
"El Paso, TX","Lubbock, TX",115.85
"El Paso, TX","Ontario, CA",53.07
"El Paso, TX","Phoenix, AZ",33.8
"El Paso, TX","Salt Lake City, UT",149.4
"El Paso, TX","San Antonio, TX",135.25
"El Paso, TX","San Diego, CA",47.66
"El Paso, TX","Tucson, AZ",49.94
"Elko, NV","Salt Lake City, UT",126.83
"Elmira / Corning, NY","Detroit, MI",90.41
"Erie, PA","Detroit, MI",68.39
"Erie, PA","Pittsburgh, PA",55.0
"Eugene, OR","Denver, CO",204.95
"Eugene, OR","Las Vegas, NV",112.5
"Eugene, OR","Los Angeles, CA",125.98
"Eugene, OR","Phoenix, AZ",163.67
"Eugene, OR","Portland, OR",42.35
"Eugene, OR","Salt Lake City, UT",164.36
"Eugene, OR","San Francisco, CA",92.66
"Evansville, IN","Atlanta, GA",139.13
"Evansville, IN","Chicago, IL",89.18
"Evansville, IN","Cincinnati, OH",111.1
"Evansville, IN","Dallas, TX",125.29
"Evansville, IN","Detroit, MI",148.97
"Evansville, IN","Memphis, TN",73.37
"Fairbanks, AK","Anchorage, AK",60.69
"Fairbanks, AK","Barrow, AK",84.86
"Fairbanks, AK","Deadhorse, AK",67.85
"Fairbanks, AK","Minneapolis, MN",502.88
"Fairbanks, AK","Salt Lake City, UT",407.0
"Fairbanks, AK","Seattle, WA",263.76
"Fargo, ND","Chicago, IL",115.48
"Fargo, ND","Denver, CO",58.45
"Fargo, ND","Kansas City, MO",92.0
"Fargo, ND","Minneapolis, MN",67.99
"Fargo, ND","Salt Lake City, UT",98.91
"Fayetteville / Springdale, AR","Atlanta, GA",167.91
"Fayetteville / Springdale, AR","Chicago, IL",107.77
"Fayetteville / Springdale, AR","Cincinnati, OH",163.25
"Fayetteville / Springdale, AR","Dallas, TX",73.39
"Fayetteville / Springdale, AR","Denver, CO",64.43
"Fayetteville / Springdale, AR","Detroit, MI",192.23
"Fayetteville / Springdale, AR","Houston, TX",103.77
"Fayetteville / Springdale, AR","Los Angeles, CA",87.77
"Fayetteville / Springdale, AR","Memphis, TN",72.62
"Fayetteville / Springdale, AR","Miami, FL",223.31
"Fayetteville / Springdale, AR","Minneapolis, MN",116.61
"Fayetteville / Springdale, AR","New York, NY",242.77
"Fayetteville / Springdale, AR","Newark, NJ",240.96
"Fayetteville / Springdale, AR","Rdu Airport, NC",188.26
"Fayetteville / Springdale, AR","Springfield, MO",62.0
"Fayetteville / Springdale, AR","Washington, DC",204.59
"Fayetteville, NC","Atlanta, GA",86.66
"Flagstaff, AZ","Phoenix, AZ",61.43
"Flint, MI","Atlanta, GA",131.3
"Flint, MI","Chicago, IL",22.71
"Flint, MI","Dallas, TX",126.64
"Flint, MI","Detroit, MI",48.65
"Flint, MI","Fort Myers, FL",175.81
"Flint, MI","Las Vegas, NV",95.92
"Flint, MI","Milwaukee, WI",6.23
"Flint, MI","Minneapolis, MN",43.9
"Flint, MI","Muskegon, MI",36.0
"Flint, MI","New York, NY",122.95
"Flint, MI","Orlando, FL",175.42
"Flint, MI","Tampa, FL",165.0
"Florence, SC","Atlanta, GA",77.37
"Fort Hood / Killeen, TX","Atlanta, GA",188.34
"Fort Hood / Killeen, TX","Dallas, TX",47.51
"Fort Hood / Killeen, TX","Houston, TX",67.96
"Fort Lauderdale, FL","Atlanta, GA",121.24
"Fort Lauderdale, FL","Austin, TX",121.43
"Fort Lauderdale, FL","BWI Airport, MD",148.4
"Fort Lauderdale, FL","Boston, MA",191.76
"Fort Lauderdale, FL","Buffalo, NY",178.32
"Fort Lauderdale, FL","Charlotte, NC",123.66
"Fort Lauderdale, FL","Chicago, IL",138.47
"Fort Lauderdale, FL","Cincinnati, OH",160.81
"Fort Lauderdale, FL","Cleveland, OH",173.67
"Fort Lauderdale, FL","Dallas, TX",134.57
"Fort Lauderdale, FL","Denver, CO",148.6
"Fort Lauderdale, FL","Detroit, MI",184.4
"Fort Lauderdale, FL","Gulfport, MS",59.44
"Fort Lauderdale, FL","Houston, TX",112.08
"Fort Lauderdale, FL","Indianapolis, IN",176.77
"Fort Lauderdale, FL","Islip, NY",164.0
"Fort Lauderdale, FL","Jacksonville, FL",76.58
"Fort Lauderdale, FL","Las Vegas, NV",147.51
"Fort Lauderdale, FL","Long Beach, CA",169.94
"Fort Lauderdale, FL","Los Angeles, CA",174.57
"Fort Lauderdale, FL","Manchester, NH",192.3
"Fort Lauderdale, FL","Memphis, TN",95.86
"Fort Lauderdale, FL","Minneapolis, MN",178.72
"Fort Lauderdale, FL","Nashville, TN",79.62
"Fort Lauderdale, FL","New Orleans, LA",62.7
"Fort Lauderdale, FL","New York, NY",179.01
"Fort Lauderdale, FL","Newark, NJ",186.45
"Fort Lauderdale, FL","Newburgh, NY",176.69
"Fort Lauderdale, FL","Newport News, VA",128.09
"Fort Lauderdale, FL","North Canton, OH",161.33
"Fort Lauderdale, FL","Oakland, CA",196.0
"Fort Lauderdale, FL","Orlando, FL",61.09
"Fort Lauderdale, FL","Pensacola, FL",55.67
"Fort Lauderdale, FL","Philadelphia, PA",163.91
"Fort Lauderdale, FL","Phoenix, AZ",163.1
"Fort Lauderdale, FL","Pittsburgh, PA",158.99
"Fort Lauderdale, FL","Ponce, PR",200.5
"Fort Lauderdale, FL","Providence, RI",175.16
"Fort Lauderdale, FL","Rdu Airport, NC",126.41
"Fort Lauderdale, FL","Richmond, VA",135.76
"Fort Lauderdale, FL","Rochester, NY",171.12
"Fort Lauderdale, FL","Saint Louis, MO",112.27
"Fort Lauderdale, FL","Salt Lake City, UT",195.13
"Fort Lauderdale, FL","San Juan, PR",173.93
"Fort Lauderdale, FL","Syracuse, NY",184.3
"Fort Lauderdale, FL","Tallahassee, FL",89.0
"Fort Lauderdale, FL","Tampa, FL",62.49
"Fort Lauderdale, FL","Washington, DC",147.71
"Fort Lauderdale, FL","White Plains, NY",173.63
"Fort Lauderdale, FL","Windsor Locks, CT",176.9
"Fort Myers, FL","Atlanta, GA",109.52
"Fort Myers, FL","BWI Airport, MD",138.18
"Fort Myers, FL","Boston, MA",181.76
"Fort Myers, FL","Buffalo, NY",165.98
"Fort Myers, FL","Charlotte, NC",111.76
"Fort Myers, FL","Chicago, IL",120.08
"Fort Myers, FL","Cincinnati, OH",144.94
"Fort Myers, FL","Cleveland, OH",159.38
"Fort Myers, FL","Columbus, OH",152.75
"Fort Myers, FL","Dallas, TX",118.21
"Fort Myers, FL","Denver, CO",134.09
"Fort Myers, FL","Detroit, MI",171.93
"Fort Myers, FL","Flint, MI",170.86
"Fort Myers, FL","Houston, TX",101.21
"Fort Myers, FL","Indianapolis, IN",153.59
"Fort Myers, FL","Islip, NY",154.59
"Fort Myers, FL","Kansas City, MO",126.8
"Fort Myers, FL","Memphis, TN",91.75
"Fort Myers, FL","Miami, FL",46.5
"Fort Myers, FL","Milwaukee, WI",111.88
"Fort Myers, FL","Minneapolis, MN",158.07
"Fort Myers, FL","New York, NY",166.21
"Fort Myers, FL","Newark, NJ",178.81
"Fort Myers, FL","North Canton, OH",148.35
"Fort Myers, FL","Orlando, FL",48.63
"Fort Myers, FL","Philadelphia, PA",162.57
"Fort Myers, FL","Pittsburgh, PA",145.31
"Fort Myers, FL","Saint Louis, MO",96.55
"Fort Myers, FL","Washington, DC",134.57
"Fort Myers, FL","West Palm Beach, FL",39.0
"Fort Myers, FL","White Plains, NY",168.34
"Fort Myers, FL","Windsor Locks, CT",172.21
"Fort Smith, AR","Atlanta, GA",167.15
"Fort Smith, AR","Dallas, TX",64.65
"Fort Smith, AR","Memphis, TN",67.16
"Fort Wayne, IN","Atlanta, GA",109.02
"Fort Wayne, IN","Chicago, IL",22.79
"Fort Wayne, IN","Dallas, TX",98.37
"Fort Wayne, IN","Detroit, MI",62.37
"Fort Wayne, IN","Minneapolis, MN",39.67
"Fresno, CA","Dallas, TX",304.2
"Fresno, CA","Denver, CO",192.64
"Fresno, CA","Las Vegas, NV",79.22
"Fresno, CA","Long Beach, CA",60.03
"Fresno, CA","Los Angeles, CA",68.04
"Fresno, CA","Monterey, CA",40.0
"Fresno, CA","Ontario, CA",54.12
"Fresno, CA","Phoenix, AZ",113.86
"Fresno, CA","Salt Lake City, UT",151.68
"Fresno, CA","San Diego, CA",66.65
"Fresno, CA","San Francisco, CA",56.43
"Gainesville, FL","Atlanta, GA",87.43
"Gillette, WY","Denver, CO",95.86
"Grand Forks, ND","Minneapolis, MN",74.75
"Grand Junction, CO","Aspen, CO",46.0
"Grand Junction, CO","Chicago, IL",227.0
"Grand Junction, CO","Dallas, TX",183.24
"Grand Junction, CO","Denver, CO",68.21
"Grand Junction, CO","Los Angeles, CA",53.5
"Grand Junction, CO","Phoenix, AZ",86.3
"Grand Junction, CO","Salt Lake City, UT",60.11
"Grand Rapids, MI","Atlanta, GA",127.49
"Grand Rapids, MI","Chicago, IL",25.71
"Grand Rapids, MI","Cincinnati, OH",75.31
"Grand Rapids, MI","Cleveland, OH",60.5
"Grand Rapids, MI","Dallas, TX",108.22
"Grand Rapids, MI","Denver, CO",51.02
"Grand Rapids, MI","Detroit, MI",60.45
"Grand Rapids, MI","Houston, TX",127.16
"Grand Rapids, MI","Memphis, TN",63.49
"Grand Rapids, MI","Milwaukee, WI",12.8
"Grand Rapids, MI","Minneapolis, MN",36.13
"Grand Rapids, MI","New York, NY",130.34
"Grand Rapids, MI","Newark, NJ",121.18
"Grand Rapids, MI","Orlando, FL",181.26
"Grand Rapids, MI","Washington, DC",101.92
"Great Falls, MT","Chicago, IL",272.67
"Great Falls, MT","Denver, CO",109.36
"Great Falls, MT","Minneapolis, MN",206.08
"Great Falls, MT","Salt Lake City, UT",85.89
"Green Bay, WI","Atlanta, GA",196.32
"Green Bay, WI","Chicago, IL",67.54
"Green Bay, WI","Cincinnati, OH",152.04
"Green Bay, WI","Denver, CO",90.0
"Green Bay, WI","Detroit, MI",138.19
"Green Bay, WI","Great Falls, MT",116.0
"Green Bay, WI","Louisville, KY",149.0
"Green Bay, WI","Milwaukee, WI",40.89
"Green Bay, WI","Minneapolis, MN",74.13
"Greensboro, NC","Atlanta, GA",85.62
"Greensboro, NC","Boston, MA",126.75
"Greensboro, NC","Charlotte, NC",56.91
"Greensboro, NC","Chicago, IL",67.19
"Greensboro, NC","Cincinnati, OH",84.25
"Greensboro, NC","Cleveland, OH",91.75
"Greensboro, NC","Dallas, TX",120.98
"Greensboro, NC","Detroit, MI",109.76
"Greensboro, NC","Houston, TX",120.47
"Greensboro, NC","Jacksonville, FL",88.0
"Greensboro, NC","Memphis, TN",64.39
"Greensboro, NC","Miami, FL",130.84
"Greensboro, NC","Minneapolis, MN",111.59
"Greensboro, NC","New York, NY",109.93
"Greensboro, NC","Newark, NJ",106.37
"Greensboro, NC","Norfolk, VA",55.0
"Greensboro, NC","Orlando, FL",103.0
"Greensboro, NC","Washington, DC",68.18
"Greenville, SC","Atlanta, GA",62.58
"Greenville, SC","Chicago, IL",70.33
"Greenville, SC","Cincinnati, OH",84.38
"Greenville, SC","Cleveland, OH",89.54
"Greenville, SC","Dallas, TX",104.53
"Greenville, SC","Detroit, MI",112.07
"Greenville, SC","Houston, TX",100.41
"Greenville, SC","Memphis, TN",38.26
"Greenville, SC","New York, NY",125.98
"Greenville, SC","Newark, NJ",118.28
"Greenville, SC","Orlando, FL",97.83
"Greenville, SC","Washington, DC",85.28
"Gulfport, MS","Atlanta, GA",141.06
"Gulfport, MS","Chicago, IL",148.97
"Gulfport, MS","Dallas, TX",107.38
"Gulfport, MS","Fort Lauderdale, FL",163.43
"Gulfport, MS","Houston, TX",90.96
"Gulfport, MS","Memphis, TN",82.87
"Gulfport, MS","Tampa, FL",145.21
"Gunnison, CO","Dallas, TX",170.74
"Gunnison, CO","Denver, CO",63.89
"Hailey, ID","Salt Lake City, UT",66.92
"Hancock, MI","Minneapolis, MN",23.33
"Harlingen, TX","Austin, TX",58.75
"Harlingen, TX","Dallas, TX",77.0
"Harlingen, TX","Houston, TX",60.38
"Harlingen, TX","San Antonio, TX",51.13
"Harrisburg, PA","Atlanta, GA",128.39
"Harrisburg, PA","Avoca, PA",40.0
"Harrisburg, PA","Charlotte, NC",97.18
"Harrisburg, PA","Chicago, IL",70.53
"Harrisburg, PA","Cincinnati, OH",102.0
"Harrisburg, PA","Cleveland, OH",70.9
"Harrisburg, PA","Dallas, TX",150.39
"Harrisburg, PA","Detroit, MI",102.13
"Harrisburg, PA","Minneapolis, MN",112.18
"Harrisburg, PA","Washington, DC",48.63
"Hayden, CO","Atlanta, GA",312.73
"Hayden, CO","Chicago, IL",226.28
"Hayden, CO","Dallas, TX",188.7
"Hayden, CO","Denver, CO",61.19
"Hayden, CO","Houston, TX",222.07
"Hayden, CO","Minneapolis, MN",202.15
"Hayden, CO","New York, NY",343.4
"Hayden, CO","Newark, NJ",351.33
"Hayden, CO","Salt Lake City, UT",74.38
"Helena, MT","Denver, CO",108.38
"Helena, MT","Minneapolis, MN",206.25
"Helena, MT","Salt Lake City, UT",79.89
"Hilo, HI","Honolulu, HI",50.9
"Hilo, HI","Kahului, HI",35.8
"Hilo, HI","Keahole, HI",34.33
"Honolulu, HI","Atlanta, GA",848.0
"Honolulu, HI","Chicago, IL",762.0
"Honolulu, HI","Dallas, TX",667.0
"Honolulu, HI","Denver, CO",587.5
"Honolulu, HI","Hilo, HI",50.91
"Honolulu, HI","Kahului, HI",37.59
"Honolulu, HI","Keahole, HI",43.86
"Honolulu, HI","Las Vegas, NV",485.21
"Honolulu, HI","Lihue, HI",38.05
"Honolulu, HI","Los Angeles, CA",479.07
"Honolulu, HI","Minneapolis, MN",699.0
"Honolulu, HI","Oakland, CA",419.82
"Honolulu, HI","Orange County, CA",440.42
"Honolulu, HI","Phoenix, AZ",534.6
"Honolulu, HI","Portland, OR",485.1
"Honolulu, HI","Sacramento, CA",464.32
"Honolulu, HI","San Diego, CA",490.34
"Honolulu, HI","San Francisco, CA",453.28
"Honolulu, HI","San Jose, CA",465.55
"Honolulu, HI","Seattle, WA",492.84
"Houston, TX","Albuquerque, NM",74.47
"Houston, TX","Alexandria, LA",57.14
"Houston, TX","Amarillo, TX",104.79
"Houston, TX","Anchorage, AK",256.0
"Houston, TX","Asheville, NC",189.34
"Houston, TX","Atlanta, GA",183.44
"Houston, TX","Augusta, GA",187.0
"Houston, TX","Austin, TX",50.28
"Houston, TX","BWI Airport, MD",231.8
"Houston, TX","Baton Rouge, LA",64.29
"Houston, TX","Beaumont / Port Arthur, TX",38.65
"Houston, TX","Birmingham, AL",97.52
"Houston, TX","Boston, MA",283.56
"Houston, TX","Brownsville, TX",75.7
"Houston, TX","Charleston, SC",201.14
"Houston, TX","Charleston, WV",206.4
"Houston, TX","Charlotte, NC",207.35
"Houston, TX","Chattanooga, TN",176.44
"Houston, TX","Chicago, IL",154.57
"Houston, TX","Cincinnati, OH",203.82
"Houston, TX","Cleveland, OH",221.41
